"Rank","Name","Symbol","marketcap","price (USD)","country"
"1741","ManyDev Studio","MAN.WA","4937945","0.172655","Poland"
"1742","Groupe Airwell","ALAIR.PA","4675949","0.813431","France"
"1743","Aquaporin","AQP.CO","4140268","0.0906825","Denmark"
"1744","Haffner Energy","ALHAF.PA","3944805","0.0450461","France"
"1745","PunkPirates","PUN.WA","3942991","0.13","Poland"
"1746","Nitro Games","NITRO.ST","3941900","0.158154","Finland"
"1747","Moolec Science","MLEC","3913776","5.39","Luxembourg"
"1748","Mynaric","M0YN.DE","3874750","0.613256","Germany"
"1749","Groupe OKwind","ALOKW.PA","3830782","0.461693","France"
"1750","Affimed","AFMD","2975202","0.1815","Germany"
"1751","Qiiwi Games","QIIWI.ST","1954226","0.211279","Sweden"
"1752","Maximum Entertainment","8R7.F","1131582","0.00520218","Sweden"
"1753","T-Bull","TBL.WA","1122949","0.945","Poland"
"1754","Sozap","SOZAP.ST","602380","0.0270876","Sweden"
"1755","Compleo Charging Solutions","C0M.F","479525","0.094585","Germany"
"1756","Global Bioenergies","ALGBE.PA","396471","0.0218702","France"
"1757","Esports Entertainment","GMBL","257845","0.225","Malta"
"1758","Qiwi","QIWI.ME","0","2.56","Cyprus"
"1759","The Payments Group Holding","PGH.DE","0","0","Germany"
"1760","X5 Retail Group","FIVE.ME","0","32.42","Netherlands"
